label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59
A,0.41025859117507935,0.00256776949390769,-0.10985589027404785,0.8099405169487,-0.36759933829307556,-0.10466787219047546,1.0165140628814697,-0.8059877157211304,-0.10650070011615753,1.007012963294983,-1.1142138242721558,-0.06749849766492844,0.7130134701728821,-0.795324444770813,0.11720104515552521,0.8149319291114807,-1.1289150714874268,-0.046869758516550064,0.6798962950706482,-0.7617794871330261,-0.10623703896999359,0.6241685748100281,-0.641409158706665,-0.11445018649101257,0.481047660112381,-0.8698831796646118,0.10907064378261566,0.5881287455558777,-1.1545418500900269,-0.07091965526342392,0.47155481576919556,-0.7044292092323303,-0.0817926898598671,0.44074806571006775,-0.6645249128341675,-0.029335416853427887,0.2559080123901367,-0.902542769908905,0.05360022559762001,0.33551400899887085,-1.1152911186218262,-0.13627399504184723,0.2508241534233093,-0.6855177879333496,-0.06314551085233688,0.22069436311721802,-0.6518685221672058,0.04623187705874443,0.018860768526792526,-0.9345541596412659,-0.014930027537047863,0.09119842946529388,-1.0461574792861938,-0.09416627138853073,0.04620000347495079,-0.7440159320831299,-0.023502977564930916,0.0016673561185598373,-0.709220826625824,0.058426760137081146
A,0.40697726607322693,-0.012703390792012215,-0.10660834610462189,0.7875950932502747,-0.37026360630989075,-0.10080038011074066,0.9843395352363586,-0.805719256401062,-0.10361406207084656,0.9836190938949585,-1.1132588386535645,-0.06698405742645264,0.6869044899940491,-0.8077672719955444,0.13654540479183197,0.7854899168014526,-1.1245274543762207,-0.025270460173487663,0.6644110083580017,-0.7666684985160828,-0.08827024698257446,0.6087321639060974,-0.6546582579612732,-0.09836579114198685,0.4600512385368347,-0.8784684538841248,0.12901952862739563,0.5696858167648315,-1.1483532190322876,-0.045218873769044876,0.46642059087753296,-0.7072403430938721,-0.059690847992897034,0.43446704745292664,-0.6841070652008057,-0.010798875242471695,0.24102604389190674,-0.9058080315589905,0.07331627607345581,0.32736408710479736,-1.1068975925445557,-0.11271148175001144,0.2536340057849884,-0.6858426332473755,-0.044339537620544434,0.21930107474327087,-0.6639933586120605,0.062006253749132156,0.011912054382264614,-0.9322826862335205,0.004759157542139292,0.09531558305025101,-1.043018102645874,-0.06969179213047028,0.05813317373394966,-0.742699921131134,0.0022446259390562773,0.008998053148388863,-0.7110481262207031,0.08539960533380508
A,0.4068767726421356,-0.011118526570498943,-0.10507887601852417,0.795638918876648,-0.38484641909599304,-0.09868484735488892,0.9904068112373352,-0.8146273493766785,-0.09988510608673096,0.982039213180542,-1.117058277130127,-0.06144580990076065,0.688173770904541,-0.8110851645469666,0.11365973204374313,0.7971111536026001,-1.1309267282485962,-0.04741121456027031,0.6654157638549805,-0.7620860934257507,-0.10394488275051117,0.6074402332305908,-0.6483768820762634,-0.11029232293367386,0.4584847092628479,-0.8825594186782837,0.1043102964758873,0.5718187689781189,-1.1532419919967651,-0.06885464489459991,0.4620353877544403,-0.7050462961196899,-0.07553672790527344,0.4269295036792755,-0.678313672542572,-0.021970394998788834,0.23583543300628662,-0.9114421606063843,0.04856141656637192,0.3272981345653534,-1.1116429567337036,-0.13530640304088593,0.24703378975391388,-0.6836836934089661,-0.05980878323316574,0.20988363027572632,-0.6637304425239563,0.04967110976576805,0.0014181052101776004,-0.938644289970398,-0.019833752885460854,0.09215958416461945,-1.0444128513336182,-0.09511170536279678,0.05116545408964157,-0.7410165071487427,-0.021548258140683174,-0.0016653940547257662,-0.710289716720581,0.0619010366499424
A,0.4132576584815979,-0.020686129108071327,-0.09257631003856659,0.7890506386756897,-0.3889668881893158,-0.0814940333366394,0.9757483005523682,-0.8156734704971313,-0.08132419735193253,0.9808204174041748,-1.112788200378418,-0.04376262426376343,0.681043803691864,-0.8098785281181335,0.1324252188205719,0.7854416370391846,-1.1276699304580688,-0.02597995661199093,0.6645012497901917,-0.7670071125030518,-0.08558709919452667,0.6034044027328491,-0.6446695923805237,-0.09369267523288727,0.4560169577598572,-0.882230281829834,0.11712482571601868,0.5684899687767029,-1.154783844947815,-0.05546677112579346,0.4646603763103485,-0.7134584784507751,-0.06764458864927292,0.4221000373363495,-0.6727299094200134,-0.01705458015203476,0.23476946353912354,-0.9094826579093933,0.05629659444093704,0.32534101605415344,-1.1093502044677734,-0.12595213949680328,0.2494828999042511,-0.6884620785713196,-0.05423012748360634,0.20976027846336365,-0.6561183929443359,0.05319308117032051,-0.001013349276036024,-0.9310104250907898,-0.016332481056451797,0.08921042084693909,-1.0428825616836548,-0.09095939993858337,0.053546588867902756,-0.7424187660217285,-0.01836109347641468,0.00193411682266742,-0.7023056149482727,0.06465236842632294
A,0.4163528382778168,-0.048454511910676956,-0.09731487184762955,0.7888518571853638,-0.40418362617492676,-0.0928732231259346,0.9779098033905029,-0.8145394325256348,-0.0995309129357338,0.9686793088912964,-1.115111231803894,-0.06758694350719452,0.6789379119873047,-0.8103383183479309,0.13150137662887573,0.7854824066162109,-1.1178778409957886,-0.027356954291462898,0.6597146391868591,-0.7581325173377991,-0.08668665587902069,0.6009135842323303,-0.6493262648582458,-0.09575601667165756,0.45659172534942627,-0.8819915056228638,0.11668328940868378,0.5668546557426453,-1.141973853111267,-0.05362730100750923,0.46203508973121643,-0.709018886089325,-0.06271978467702866,0.4210573434829712,-0.6859437823295593,-0.011497357860207558,0.2363498955965042,-0.9088597297668457,0.05538886412978172,0.3283306658267975,-1.0983868837356567,-0.12373748421669006,0.2523052394390106,-0.6871914267539978,-0.048186447471380234,0.21026474237442017,-0.6716376543045044,0.060640688985586166,0.00027933658566325903,-0.9243072867393494,-0.01863955520093441,0.09827589988708496,-1.0310484170913696,-0.09032393991947174,0.06275058537721634,-0.7373045682907104,-0.014613290317356586,0.007485818117856979,-0.7049165964126587,0.070424884557724
A,0.4209505319595337,-0.04143807291984558,-0.09284257143735886,0.7893280386924744,-0.3975912034511566,-0.08285492658615112,0.9722293019294739,-0.8173142075538635,-0.0850754827260971,0.9719913005828857,-1.113472819328308,-0.0497828871011734,0.6754587292671204,-0.8099438548088074,0.14476293325424194,0.7799977660179138,-1.1180799007415771,-0.012800105847418308,0.6602134108543396,-0.7559646368026733,-0.07385886460542679,0.6044580936431885,-0.6495606303215027,-0.08469437062740326,0.45411184430122375,-0.8817752599716187,0.12749440968036652,0.5665977001190186,-1.1498570442199707,-0.04607298597693443,0.4648703634738922,-0.7118152379989624,-0.06112510338425636,0.42362523078918457,-0.6803334355354309,-0.012970991432666779,0.23487406969070435,-0.9096824526786804,0.06371092796325684,0.3261507451534271,-1.1059861183166504,-0.1195688396692276,0.2507891058921814,-0.6895403265953064,-0.04809810221195221,0.20952396094799042,-0.6659070253372192,0.05936240032315254,-0.0007578584481962025,-0.9258324503898621,-0.012375563383102417,0.09418874979019165,-1.0368775129318237,-0.08628620207309723,0.05943576991558075,-0.738007664680481,-0.012016350403428078,0.006612866185605526,-0.6998929381370544,0.07224506884813309
A,0.42307043075561523,-0.0479542538523674,-0.08816717565059662,0.7982345223426819,-0.4020722508430481,-0.07825936377048492,0.986758291721344,-0.8162569999694824,-0.0815354436635971,0.9677035212516785,-1.1151732206344604,-0.04707813635468483,0.6800262331962585,-0.8082643151283264,0.14281783998012543,0.7931491136550903,-1.1228699684143066,-0.012162107042968273,0.6643618941307068,-0.7589544653892517,-0.070688895881176,0.6060794591903687,-0.6498399376869202,-0.08067795634269714,0.4536259174346924,-0.882656991481781,0.1230454072356224,0.5719166398048401,-1.1513780355453491,-0.04604271799325943,0.46517765522003174,-0.7136560082435608,-0.058371324092149734,0.42348578572273254,-0.6816162467002869,-0.009449427947402,0.22960834205150604,-0.9129893779754639,0.057754043489694595,0.3309115469455719,-1.1110776662826538,-0.11926518380641937,0.2508094310760498,-0.6927266120910645,-0.04359496012330055,0.20656682550907135,-0.6700416207313538,0.06491468846797943,-0.012609312310814857,-0.9312038421630859,-0.019603176042437553,0.09428054839372635,-1.0384057760238647,-0.08884518593549728,0.05535738915205002,-0.740362286567688,-0.011167717166244984,-0.003763667307794094,-0.7068098783493042,0.07465881109237671
A,0.4157179296016693,-0.02772359922528267,-0.09939516335725784,0.8065070509910583,-0.386059433221817,-0.09188457578420639,1.0008509159088135,-0.8131709098815918,-0.09456993639469147,0.9846251606941223,-1.117788314819336,-0.05724901333451271,0.6894785165786743,-0.8085320591926575,0.12740902602672577,0.8017048835754395,-1.123128890991211,-0.0347253680229187,0.6667943596839905,-0.7512784600257874,-0.09273850917816162,0.6104596257209778,-0.6495615839958191,-0.10161951184272766,0.461675763130188,-0.8799595236778259,0.11192290484905243,0.5793607831001282,-1.1491727828979492,-0.06502455472946167,0.46712440252304077,-0.6992504000663757,-0.07329560071229935,0.43224966526031494,-0.6765120029449463,-0.020371634513139725,0.2378215342760086,-0.9124348759651184,0.049250777810811996,0.3351937532424927,-1.1089937686920166,-0.13721343874931335,0.25015023350715637,-0.679988443851471,-0.05811252072453499,0.21164709329605103,-0.6671023964881897,0.05411515384912491,-0.0019511259160935879,-0.93930584192276,-0.026310041546821594,0.09864063560962677,-1.0398296117782593,-0.10255768150091171,0.05595656484365463,-0.7350678443908691,-0.025905229151248932,0.0003187414549756795,-0.7068318128585815,0.05996746942400932
A,0.41953718662261963,-0.04811752215027809,-0.09805471450090408,0.7923668026924133,-0.4038201868534088,-0.09036370366811752,0.9830363988876343,-0.8091214895248413,-0.0929165929555893,0.9734979271888733,-1.1087459325790405,-0.056216660887002945,0.680069625377655,-0.8075332045555115,0.13568612933158875,0.7887410521507263,-1.1129764318466187,-0.020494934171438217,0.6568499207496643,-0.7491110563278198,-0.07754410803318024,0.6015982031822205,-0.6477084159851074,-0.08577000349760056,0.45875492691993713,-0.8801305890083313,0.12212330102920532,0.5741442441940308,-1.1447234153747559,-0.04787605255842209,0.4654572308063507,-0.7089945673942566,-0.05737371742725372,0.4261760711669922,-0.6864190101623535,-0.005837238859385252,0.23928852379322052,-0.9099345803260803,0.06182341277599335,0.33369120955467224,-1.098388433456421,-0.11821379512548447,0.25381287932395935,-0.6823220252990723,-0.0445171557366848,0.21241797506809235,-0.6679302453994751,0.0642075315117836,0.003913909196853638,-0.9308351278305054,-0.010931412689387798,0.10443984717130661,-1.034655213356018,-0.08160378038883209,0.06679919362068176,-0.7383375763893127,-0.006318332627415657,0.011229478754103184,-0.7089220285415649,0.07853490859270096
A,0.41801896691322327,-0.03295302763581276,-0.0949900895357132,0.7914139628410339,-0.39437177777290344,-0.08354178816080093,0.9800282716751099,-0.8125197887420654,-0.08200093358755112,0.9788268804550171,-1.1094070672988892,-0.04131745174527168,0.6812679767608643,-0.8078367710113525,0.13634958863258362,0.7888804078102112,-1.1169345378875732,-0.014782676473259926,0.6619200706481934,-0.7461787462234497,-0.06918942928314209,0.6081660985946655,-0.647796094417572,-0.07711926847696304,0.45767098665237427,-0.8805050253868103,0.12348364293575287,0.5749203562736511,-1.1481633186340332,-0.041962191462516785,0.4721301198005676,-0.7049086689949036,-0.05089113861322403,0.4325195252895355,-0.6846232414245605,-0.0008027322473935783,0.2383657991886139,-0.9091883301734924,0.0648861676454544,0.3345942497253418,-1.1044358015060425,-0.11210397630929947,0.25925159454345703,-0.6824720501899719,-0.038546282798051834,0.21460215747356415,-0.66518634557724,0.06835637241601944,0.005057863891124725,-0.9328049421310425,-0.005831229966133833,0.10379775613546371,-1.0381375551223755,-0.07519350200891495,0.06977882981300354,-0.7383038401603699,-0.0007940293289721012,0.013473035767674446,-0.7079623937606812,0.08229850977659225
A,0.4207378327846527,-0.04474497213959694,-0.09603192657232285,0.7903835773468018,-0.39659377932548523,-0.09346587210893631,0.9795224070549011,-0.810885488986969,-0.10264909267425537,0.9737832546234131,-1.1141860485076904,-0.07348954677581787,0.6753808856010437,-0.8135914206504822,0.12476370483636856,0.7940933108329773,-1.1210752725601196,-0.03666652366518974,0.6623220443725586,-0.7526556849479675,-0.09479843825101852,0.5997238755226135,-0.6468742489814758,-0.10212376713752747,0.45091062784194946,-0.8858786225318909,0.10908100754022598,0.5733481645584106,-1.145126461982727,-0.06372170150279999,0.4655040502548218,-0.7084175944328308,-0.07078298181295395,0.4203975200653076,-0.6909725666046143,-0.01761932484805584,0.2295006811618805,-0.9148622751235962,0.04731712490320206,0.3363359272480011,-1.1004350185394287,-0.1345275193452835,0.2531728446483612,-0.686977744102478,-0.056157831102609634,0.20373566448688507,-0.680229663848877,0.055891621857881546,-0.006129143293946981,-0.9343802332878113,-0.026747846975922585,0.10747676342725754,-1.0371006727218628,-0.09773947298526764,0.06831672787666321,-0.7465193271636963,-0.018834970891475677,0.00401607109233737,-0.7232272624969482,0.06902805715799332
A,0.4153529405593872,-0.02275744080543518,-0.09567300975322723,0.808203935623169,-0.3854145407676697,-0.09162971377372742,1.0034397840499878,-0.8241817355155945,-0.09883731603622437,0.9876831769943237,-1.1353508234024048,-0.06694801896810532,0.6894596815109253,-0.8101542592048645,0.11694459617137909,0.8055118322372437,-1.1349081993103027,-0.05059901624917984,0.6741645336151123,-0.7577709555625916,-0.11077804118394852,0.6122772693634033,-0.6422584652900696,-0.11878657341003418,0.4592044949531555,-0.8826295137405396,0.10048078000545502,0.5798643827438354,-1.1538339853286743,-0.0791541263461113,0.46865323185920715,-0.7069242000579834,-0.08614557981491089,0.42743608355522156,-0.6768697500228882,-0.032380327582359314,0.2327958345413208,-0.9189249873161316,0.037893954664468765,0.33815494179725647,-1.1145851612091064,-0.14951935410499573,0.24908223748207092,-0.689028263092041,-0.06807897239923477,0.2040136158466339,-0.670188844203949,0.045848652720451355,-0.009487664327025414,-0.951221764087677,-0.03685677796602249,0.10517508536577225,-1.052428960800171,-0.11121789366006851,0.05754813924431801,-0.7525027990341187,-0.03177519887685776,-0.0062080868519842625,-0.7235974669456482,0.055770859122276306
A,0.4157870411872864,0.0025111776776611805,-0.09749812632799149,0.8209319710731506,-0.370076984167099,-0.08729717880487442,1.0191059112548828,-0.8133512735366821,-0.08708508312702179,1.0083065032958984,-1.122152328491211,-0.04574768245220184,0.7082442045211792,-0.799136757850647,0.12005454301834106,0.8262479901313782,-1.132500410079956,-0.05046379193663597,0.6831432580947876,-0.7511101961135864,-0.11088822782039642,0.6204861402511597,-0.6309025883674622,-0.11707941442728043,0.47449490427970886,-0.873792290687561,0.10649701952934265,0.5929747819900513,-1.152891755104065,-0.0768708661198616,0.47130608558654785,-0.6933650374412537,-0.08489460498094559,0.43598800897598267,-0.6588789820671082,-0.029349809512495995,0.24564088881015778,-0.9151489734649658,0.04619639739394188,0.34888455271720886,-1.113440990447998,-0.14579857885837555,0.24940477311611176,-0.6742558479309082,-0.06548240035772324,0.20722253620624542,-0.6531991362571716,0.049936000257730484,0.004108283668756485,-0.9591964483261108,-0.02596268616616726,0.11130476742982864,-1.0498957633972168,-0.10176128149032593,0.05615638196468353,-0.738994836807251,-0.022491510957479477,-0.005332923494279385,-0.7116615772247314,0.06594029068946838
